title,date,body,label,link
Sebaran Maklumat Tular Mengenai Bantuan Wang Ihsan Adalah Tidak Tepat,12/3/2025,"Menurut Agensi Pengurusan Bencana Negara (NADMA):
Orang ramai dinasihatkan supaya tidak menyebarkan maklumat palsu mengenai Bantuan Wang Ihsan (BWI).",Fake,https://sebenarnya.my/sebaran-maklumat-tular-mengenai-bantuan-wang-ihsan-adalah-tidak-tepat
"Sebaran Tular Pengeluaran Wang Simpanan KWSP Sebanyak RM10,000 Hingga RM50,000 Adalah Tidak Benar",7/3/2025,"SEBENARNYA: Menurut Kumpulan Wang Simpanan Pekerja (KWSP):

Jangan mudah percaya dengan apa yang anda lihat dan baca.

Pastikan anda sentiasa semak dan dapatkan maklumat yang sahih di laman web serta media sosial rasmi KWSP.",Fake,https://sebenarnya.my/sebaran-tular-pengeluaran-wang-simpanan-kwsp-sebanyak-rm10000-hingga-rm50000-adalah-tidak-benar
Waspada Luruan Angin Timuran Dijangka Memasuki Rantau Negara Pada 7 Hingga 1 Mac 2025,6/3/2025,"Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini menunjukkan luruan monsun dijangka berterusan sehingga 23 Mac 2025. Keadaan ini berpotensi menyebabkan hujan berterusan di Sarawak, Sabah, W.P. Labuan dan timu",Real,https://sebenarnya.my/waspada-luruan-angin-timuran-dijangka-memasuki-rantau-negara-pada-7-hingga-11-mac-2025
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 6 Mac Hingga 12 Mac 2025,5/3/2025,"Menurut kenyataan media Kementerian Kewangan (MOF): Seiring dengan perubahan harga pasaran minyak, Kerajaan memutuskan untuk mengurangkan harga runcit RON97 sebanyak 5 sen kepada RM3.38 seliter dan harga runcit diesel di Semenanjung Malaysia sebanyak 5 sen kepada RM3.13 seliter bagi tempoh 6 Mac 2025 hingga 12 Mac 2025.",Real,https://sebenarnya.my/makluman-harga-runcit-produk-petroleum-bagi-tempoh-6-mac-hingga-12-mac-2025
Waspada SMS Yang Mengandungi Pautan Pancing Data Berkaitan Lesen Memandu Daripada MyJPJ,4/3/2025,Menurut kenyataan media Jabatan Pengangkutan Jalan (JPJ) Malaysia: JPJ  telah menerima aduan daripada orang awam berhubung Khidmat Pesanan Ringkas (SMS) yang mengandungi pautan berkaitan lesen memandu.,Real,https://sebenarnya.my/waspada-sms-yang-mengandungi-pautan-pancing-data-berkaitan-lesen-memandu-daripada-myjpj
Waspada Taktik Penipuan Yang Menyamar Sebagai Pekerja atau Kontraktor TNB,25/2/2025,Menurut Tenaga Nasional Berhad (TNB): TNB menasihatkan orang ramai supaya berhati-hati terhadap sindiket penipuan yang menyamar sebagai pekerja atau kontraktor TNB.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyamar-sebagai-pekerja-atau-kontraktor-tnb
Waspada Terhadap Akaun Palsu Yang Menyamar Sebagai KDYMM SPB Yang di-Pertuan Agong Sultan Ibrahim,23/2/2025,Menurut Pejabat Media dan Komunikasi Keluarga Diraja Johor (Royal Press Office): Royal Press Office ingin menegaskan bahawa terdapat akaun media sosial palsu yang menyamar sebagai KDYMM SPB Yang di-Pertuan Agong Sultan Ibrahim serta menggunakan gambar Keluarga Diraja Johor tanpa kebenaran.,Fake,https://sebenarnya.my/waspada-terhadap-akaun-palsu-yang-menyamar-sebagai-kdymm-spb-yang-di-pertuan-agong-sultan-ibrahim
Penjualan Produk Gula-Gula Kenyal Berbentuk Mata Dilarang Di Semua Platform Dalam Talian dan Pasaran Domestik,21/2/2025,"Menurut kenyataan media Kementerian Kesihatan Malaysia (KKM): KKM melalui Program Keselamatan dan Kualiti Makanan (PKKM) ingin memaklumkan bahawa saiz atau bentuk sesuatu makanan adalah tidak dikawal di bawah Peraturan-Peraturan Makanan (PPM) 1985, Akta Makanan 1983 kecuali bagi “konfeksi jeli terkawal” dengan saiz dan bentuk yang berdiameter kurang atau sama dengan 45 milimeter hendaklah dilabel dengan “AMARAN: BOLEH MENYEBABKAN RISIKO TERCEKIK” dan perkataan “TIDAK SESUAI BAGI KANAK-KANAK DI BAWAH UMUR 3 TAHUN”.",Unclear,https://sebenarnya.my/penjualan-produk-gula-gula-kenyal-berbentuk-mata-dilarang-di-semua-platform-dalam-talian-dan-pasaran-domestik
"Penjelasan Berhubung Penamatan 30,000 Pekerja Kontrak",18/2/2025,"Menurut kenyataan media Jabatan Perkhidmatan Awam (JPA): Kenyataan media yang dikeluarkan oleh CUEPACS bertarikh 12 Februari 2025 mengenai kebimbangan penamatan kontrak 30,000 kakitangan yang tidak memiliki Sijil Pelajaran Malaysia (SPM), perlu dijelaskan bahawa kenyataan tersebut adalah tidak tepat.",Real,https://sebenarnya.my/penjelasan-berhubung-penamatan-30000-pekerja-kontrak
Jabatan Kimia Sahkan Tiada DNA Khinzir Dalam Sampel Sandwic Ham and Cheese,16/2/2025,Menurut Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup (KPDN): Jabatan Kimia telah mengesahkan bahawa tiada unsur asid deoksiribonukleik (DNA) khinzir dalam semua sampel setiap perisa sandwich yang didapati menyalah guna logo halal.,Real,https://sebenarnya.my/jabatan-kimia-sahkan-tiada-dna-khinzir-dalam-sampel-sandwic-ham-and-cheese
Waspada Serangan Hasad SparkCat Melalui Aplikasi di Platform Google Play dan  Apple App Store,16/2/2025,"Menurut CyberSecurity Malaysia (CSM): CSM melalui perkhidmatan Cyber999 telah mengesan ancaman siber baharu, ‘SparkCat’, yang dikenal pasti oleh Kaspersky. Malware ini menyusup ke Google Play Store dan Apple App Store, berisiko mencuri maklumat sensitif pengguna di Malaysia menggunakan teknologi Optical Character Recognition (OCR) untuk mencuri maklumat sensitif pengguna.",Real,https://sebenarnya.my/waspada-serangan-hasad-sparkcat-melalui-aplikasi-di-platform-google-play-dan-apple-app-store
Waspada Penumpuan Angin Dijangka Berlaku Di Sarawak Pada 17 Sehingga 19 Februari 2025,12/2/2025,"Menurut Jabatan Meteorologi Malaysia (MET): Berdasarkan analisis model-model cuaca, penumpuan angin dijangka berlaku di Sarawak pada 17 sehingga 19 Februari 2025. Keadaan ini berpotensi menghasilkan ribut petir berserta hujan lebat dan angin kencang dalam tempoh yang lebih panjang di kawasan tersebut.",Real,https://sebenarnya.my/waspada-penumpuan-angin-dijangka-berlaku-di-sarawak-pada-17-sehingga-19-februari-2025
Waspada Sebarang Penjualan Produk Komersil Yang Menyalahgunakan Logo JPN Tanpa Kebenaran,10/2/2025,"Menurut Jabatan Pendaftaran Negara (JPN): JPN tidak pernah mengeluarkan sebarang kebenaran kepada mana-mana individu, syarikat, atau organisasi untuk menggunakan logo rasmi jabatan tanpa kelulusan bertulis. Sebarang penggunaan logo tanpa kebenaran adalah tidak dibenarkan dan boleh menimbulkan kekeliruan kepada orang awam.",Real,https://sebenarnya.my/waspada-sebarang-penjualan-produk-komersil-yang-menyalahgunakan-logo-jpn-tanpa-kebenaran
Waspada Taktik Penipuan Yang Meminta Bayaran Pendahuluan Bagi Projek Pembinaan Menara Komunikasi di Sabah,7/2/2025,Menurut Suruhanjaya Komunikasi dan Multimedia Malaysia (MCMC): MCMC telah menerima aduan melibatkan bayaran pendahuluan kepada pihak yang meragukan untuk jaminan bagi mendapatkan projek pembinaan menara komunikasi di Sabah.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-meminta-bayaran-pendahuluan-bagi-projek-pembinaan-menara-komunikasi-di-sabah
Waspada Modus Operandi Penipuan Yang Menyalahgunakan Nama Dan Logo KWSP Dengan Meminta Yuran Pengesahan Untuk Proses Permohonan Pengeluaran Dana,6/2/2025,Menurut Kumpulan Wang Simpanan Pekerja (KWSP): Hati-hati dengan aktiviti penipuan (scam) yang menyalahgunakan identiti KWSP.,Real,https://sebenarnya.my/waspada-modus-operandi-penipuan-yang-menyalahgunakan-nama-dan-logo-kwsp-dengan-meminta-yuran-pengesahan-untuk-proses-permohonan-pengeluaran-dana
Waspada Produk-Produk Kosmetik Yang Mengandungi Racun Berjadual,5/2/2025,Menurut kenyataan media Kementerian Kesihatan Malaysia(KKM): KKM ingin menggesa orang awam untuk mengelak daripada membeli dan menggunakan produk kosmetik berikut kerana dikesan mengandungi racun berjadual seperti di bawah:,Real,https://sebenarnya.my/waspada-produk-produk-kosmetik-yang-mengandungi-racun-berjadual-3
Waspada Luruan Monsun Dijangka Berterusan Di Sabah Dan Sarawak Sehingga 9 Februari 2025,5/2/2025,Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalancuaca terkini menunjukkan luruan monsun yang sedang berlaku dijangka berterusan sehingga 9 Februari 2025. Keadaan ini berpotensi menyebabkan hujan lebat dan berterusan di Sabah dan Sarawak.,Real,https://sebenarnya.my/waspada-luruan-monsun-dijangka-berterusan-di-sabah-dan-sarawak-sehingga-9-februari-2025
Waspada Luruan Monsun Dijangka Berlaku 4 Sehingga 7 Februari 2025 Yang Melibatkan Negeri Sabah Dan Sarawak,1/2/2025,Menurut Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini menunjukkan luruan monsun dijangka berlaku pada 4 sehingga 7 Februari 2025. Keadaan ini berpotensi menyebabkan hujan lebat dan berterusan di Sabah dan Sarawak.,Real,https://sebenarnya.my/waspada-luruan-monsun-dijangka-berlaku-4-sehingga-7-februari-2025-yang-melibatkan-negeri-sabah-dan-sarawak
Makluman: Harga Runcit Produk Petroleum Bagi Tempoh 30 Januari 2025 Hingga 5 Februari 2025,29/1/2025,Menurut kenyataan media Kementerian Kewangan (MOF): Kerajaan menetapkan harga runcit diesel di Semenanjung Malaysia pada RM3.18 seliter. Harga tersebut masih kekal rendah berbanding harga diesel yang diapungkan pada 10 Jun 2024 iaitu RM3.35 seliter mahupun harga diesel di pasaran dunia kini.,Real,https://sebenarnya.my/makluman-harga-runcit-produk-petroleum-bagi-tempoh-30-januari-2025-hingga-5-februari-2025
Makluman: Kerajaan Umum Diskaun Tol 50% Sempena Tahun Baharu Cina,26/1/2025,Menurut kenyataan media Kementerian Kerja Raya (KKR): Kerajaan Madani dalam Mesyuarat Kabinet hari ini telah bersetuju untuk memberikan potongan tol 50% dari kadar tol biasa sempena Perayaan Tahun Baru Cina 2025. Implikasi kewangan yang ditanggung Kerajaan bagi membayar balik pampasan kepada Syarikat Konsesi Tol yang terlibat dianggarkan berjumlah RM20.08juta.,Real,https://sebenarnya.my/makluman-kerajaan-umum-diskaun-tol-50-sempena-tahun-baharu-cina
KKM Pantau Limau Mandarin Yang Diimport Sempena Musim Perayaan,24/1/2025,Menurut Kementerian Kesihatan Malaysia (KKM): KKM melaksanakan pemantauan khas ke atas limau mandarin yang diimport sempena musim perayaan di kesemua 70 pintu masuk negara bermula November lepas.,Unclear,https://sebenarnya.my/kkm-pantau-limau-mandarin-yang-diimport-sempena-musim-perayaan
Waspada Sindiket Penipuan Yang Menyalahgunakan Nama Dan Logo TNB Dengan Menawarkan Jawatan Kosong,21/1/2025,Menurut Tenaga Nasional Berhad (TNB): Orang ramai dinasihatkan supaya berhati-hati dan jangan terpedaya dengan jawatan kosong menggunakan nama TNB yang hanya ingin mendapatkan butiran peribadi anda.,Real,https://sebenarnya.my/waspada-sindiket-penipuan-yang-menyalahgunakan-nama-dan-logo-tnb-dengan-menawarkan-jawatan-kosong
Waspada Hujan Berterusan Yang Dijangka Melibatkan Sarawak Sehingga 20 Januari 2025,20/1/2025,"Menurut Jabatan Meteorologi Malaysia (MET): SEKSYEN A: AMARAN HUJAN BERTERUSAN (BURUK)
Hujan lebat berterusan dijangka berlaku di negeri Sarawak: Kuching, Serian, Samarahan, Betong, Sarikei, Sibu (Sibu) dan Mukah sehingga Isnin, 20 Januari 2025.

SEKSYEN B: AMARAN HUJAN BERTERUSAN (WASPADA)
Hujan berterusan dijangka berlaku di negeri Sarawak: Sri Aman, Sibu (Kanowit dan Selangau) dan Kapit (Song) sehingga Isnin, 20 Januari 2025.",Real,https://sebenarnya.my/waspada-hujan-berterusan-yang-dijangka-melibatkan-sarawak-sehingga-20-januari-2025
"Lembaga TH Rujuk Silang Maklumat Bakal Jemaah Haji Dengan Agensi Kerajaan Bagi Penentuan Kategori B40, M40 Dan T20",18/1/2025,"SEBENARNYA: Menurut Lembaga Tabung Haji (TH):

TH menafikan sekeras-kerasnya tuduhan menzalimi bakal haji melalui tawaran haji musim 2025M/1446H.",Fake,https://sebenarnya.my/lembaga-th-rujuk-silang-maklumat-bakal-jemaah-haji-dengan-agensi-kerajaan-bagi-penentuan-kategori-b40-m40-dan-t20
Waspada Produk Kosmetik Yang Mengandungi Racun Berjadual,17/1/2025,Menurut kenyataan Kementerian Kesihatan Malaysia (KKM): KKM ingin menggesa orang awam untuk mengelak daripada membeli dan menggunakan produk kosmetik berikut kerana dikesan mengandungi racun berjadual seperti di bawah:,Real,https://sebenarnya.my/waspada-produk-kosmetik-yang-mengandungi-racun-berjadual-2
"Waspada Dokumen Palsu Yang Menyalahgunakan Logo Jata Negara dan Badan Peguam Negara, Serta Tandatangan Ketua Polis Negara Berkaitan Prosiding Jenayah",16/1/2025,"Menurut kenyataan Jabatan Siasatan Jenayah Komersil (JSJK, PDRM): Satu laporan polis telah diterima pada 14 Januari 2025 berkenaan dokumen berupa amaran bertajuk “Kebenaran” yang dikeluarkan oleh “Pejabat Pusat Memerangi Jenayah Berkaitan Teknologi Maklumat dan Komunikasi”. Kandungan dokumen tersebut memaklumkan bahawa penerimanya terlibat dalam beberapa prosiding undang-undang kerana memiliki imej pornografi kanak-kanak, serta dikehendaki menghubungi pihak yang mengeluarkan dokumen tersebut dengan segera atau waran tangkap akan dikeluarkan terhadap mereka.",Fake,https://sebenarnya.my/waspada-dokumen-palsu-yang-menyalahgunakan-logo-jata-negara-dan-badan-peguam-negara-serta-tandatangan-ketua-polis-negara-berkaitan-prosiding-jenayah
Waspada Aktiviti Mengutip Kerang Di Persisiran Pantai Daerah Dungun,15/1/2025,"Menurut Siaran Media Ketua Polis Daerah Dungun, Polis Diraja Malaysia (PDRM): PDRM IPD Dungun telah mengeluarkan larangan terhadap aktiviti mengutip kerang di persisir pantai daerah Dungun. Larangan diumumkan dalam usaha untuk memastikan keselamatan dan kesejahteraan masyarakat setempat.",Real,https://sebenarnya.my/waspada-aktiviti-mengutip-kerang-di-persisiran-pantai-daerah-dungun
Waspada ‘Magic Musroom’ Yang Diproses Daripada Ganja Sintetik Dalam Bentuk Cecair Untuk Penggunaan Rokok Elektronik,14/1/2025,"Menurut Datuk Ruslin Jusoh, Ketua Pengarah Agensi Antidadah Kebangsaan (AADK): Dadah ‘magic mushroom‘ yang menggemparkan masyarakat sebelum ini disahkan sebagai ganja sintetik diproses dalam bentuk cecair bagi digunakan menerusi rokok elektronik atau vape.",Real,https://sebenarnya.my/waspada-magic-musroom-yang-diproses-daripada-ganja-sintetik-dalam-bentuk-cecair-untuk-penggunaan-rokok-elektronik
Penjelasan Berkenaan Produk “Ham and Cheese Sandwich” Yang Diragui Status Halal,13/1/2025,Menurut Bahagian Hab Halal (JAKIM): JAKIM telah melaksanakan pemeriksaan di lapangan bersama Kementerian Perdagangan Dalam Negeri dan Kos Sara Hidup (KPDN) pada 10 Januari 2025 (Jumaat) yang lalu. Hasil pemeriksaan mendapati bahawa produk berkenaan tidak mempunyai Sijil Pengesahan Halal Malaysia (SPHM) dan syarikat yang menghasilkan produk tersebut bukan pemegang SPHM.,Real,https://sebenarnya.my/penjelasan-berkenaan-produk-ham-and-cheese-sandwich-yang-diragui-status-halal
Dakwaan Kertas Soalan Peperiksaan Sejarah SPM Tahun 2024 Bocor Adalah Tidak Benar,9/1/2025,"SEBENARNYA: Menurut kenyataan Kementerian Pendidikan Malaysia (KPM):

KPM mengambil serius dakwaan berlaku kebocoran kertas peperiksaan Sejarah, Sijil Pelajaran Malaysia (SPM) Tahun 2024. Siasatan terperinci telah selesai dijalankan dengan turut mengambil kira semua sebaran dan tangkap layar berkaitan yang tular di laman media sosial.",Fake,https://sebenarnya.my/dakwaan-kertas-soalan-peperiksaan-sejarah-spm-tahun-2024-bocor-adalah-tidak-benar
Waspada Luruan Monsun Kuat Yang Dijangka Memasuki Rantau Negara Dari 9 Hingga 13 Januari 2025,6/1/2025,Menurut kenyataan Jabatan Meteorologi Malaysia (MET): Analisis terhadap model-model ramalan cuaca terkini menunjukkan luruan monsun kuat dijangka memasuki rantau negara bermula pada 9 Januari dan berterusan sehingga 13 Januari 2025. Keadaan ini berpotensi menyebabkan hujan sangat lebat dan berterusan di timur dan selatan Semenanjung dalam tempoh berkenaan. Kawasan barat Semenanjung juga berisiko mengalami hujan berterusan sepanjang tempoh tersebut.,Real,https://sebenarnya.my/waspada-luruan-monsun-kuat-yang-dijangka-memasuki-rantau-negara-dari-9-hingga-13-januari-2025
Waspada Terhadap Ejen Luar Yang Mewakili Pihak BSN Untuk Urusan Permohonan Pembiayaan Atau Pinjaman,26/12/2024,Menurut Bank Simpanan Nasional (BSN): BSN tidak melantik mana-mana wakil atau pihak ketiga (ejen luar) untuk urusan permohonan pembiayaan/pinjaman.,Real,https://sebenarnya.my/waspada-terhadap-ejen-luar-yang-mewakili-pihak-bsn-untuk-urusan-permohonan-pembiayaan-atau-pinjaman
Waspada Taktik Penipuan Yang Menyamar Sebagai Pakar Perubatan Dalam Mempromosikan Iklan Produk Perubatan Palsu,24/12/2024,"Menurut kenyataan Jabatan Siasatan Jenayah Komersil (JSJK, PDRM): PDRM mengingatkan orang ramai agar sentiasa berhati-hati dan tidak mudah mempercayai iklan di media sosial. Kecanggihan teknologi kecerdasan buatan (AI) dilihat telah menjadi pencetus kepada kewujudan iklan-iklan yang memaparkan suara, wajah serta video individu-individu ternama (tanpa kebenaran individu tersebut) dengan tujuan untuk mengelirukan pembeli.",Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menyamar-sebagai-pakar-perubatan-dalam-mempromosikan-iklan-produk-perubatan-palsu
Tiada Syarat Jalani Pemeriksaan Fizikal Kepada Golongan Umur 60 Tahun Ke Atas Untuk Memperbaharui Lesen,18/12/2024,"SEBENARNYA: Menurut kenyataan Jabatan Pengangkutan Jalan (JPJ):

JPJ Malaysia ingin menjelaskan terdapat mesej tular melalui platform media sosial berkenaan syarat tambahan kepada golongan warga emas perlu menjalani penilaian kompetensi dan kesihatan, sebelum memperbaharui Lesen Memandu Malaysia (LMM).

Untuk makluman, pihak Kementerian Pengangkutan Malaysia (MOT) mahupun JPJ Malaysia TIDAK meletakkan apa-apa syarat tambahan kepada golongan warga emas bagi memperbaharui LMM. Proses pembaharuan LMM bagi golongan warga emas adalah masih tertakluk kepada syarat-syarat dan Prosedur Operasi Standard (SOP) pembaharuan Lesen Memandu Malaysia (LMM) sedia ada di bawah Akta Pengangkutan Jalan (APJ) 1987.",Fake,https://sebenarnya.my/tiada-syarat-jalani-pemeriksaan-fizikal-kepada-golongan-umur-60-tahun-ke-atas-untuk-memperbaharui-lesen
JPA Tidak Pernah Mengeluarkan Sebarang Arahan Mewajibkan Semua Pegawai Miliki BMI Yang Seimbang,18/12/2024,Menurut kenyataan Jabatan Perkhidmatan Awam (JPA): JPA menggalakkan semua pegawai awam untuk melaksanakan saringan kesihatan kendiri termasuk mengambil ukuran berat badan dan tinggi bagi melihat status Indeks Jisim Badan (BMI) dan disytiharkan dalam sistem HRMIS.,Unclear,https://sebenarnya.my/jpa-tidak-pernah-mengeluarkan-sebarang-arahan-mewajibkan-semua-pegawai-miliki-bmi-yang-seimbang
Penjelasan Status Halal Produk Ayam Jenama Lotus’s,14/12/2024,"Menurut Bahagian Pengurusan Halal, Jabatan Kemajuan Islam Malaysia (JAKIM): Tular sebuah video yang dimuat naik di media sosial berkenaan status halal produk ayam jenama Lotus’s.

Video tersebut adalah hasil gabungan beberapa klip video, termasuk gambaran di satu lokasi ternakan ayam yang tidak diketahui. Klip video tersebut turut disunting bersama rakaman lain yang pernah tular sebelum ini, termasuk dakwaan bahawa produk ayam tersebut tidak halal kerana dikhuatiri tidak disembelih mengikut syarak.

Untuk makluman, isu berkaitan penggunaan mesin head puller yang dikatakan menyebabkan kulit leher ayam tertarik panjang sehingga menimbulkan keraguan telah dijelaskan oleh pihak JAKIM.",Real,https://sebenarnya.my/penjelasan-status-halal-produk-ayam-jenama-lotuss
Waspada Taktik Penipuan Yang Menjalankan Kutipan Sumbangan Buku Kepada Mangsa Banjir Dengan Menggunakan Nama PKB,10/12/2024,"Menurut Perbadanan Kota Buku (PKB): PKB ingin menegaskan bahawa pihak mereka tidak pernah melantik mana-mana individu, syarikat, atau organisasi untuk menjalankan kutipan sumbangan buku kepada mangsa banjir bagi pihak PKB.",Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menjalankan-kutipan-sumbangan-buku-kepada-mangsa-banjir-dengan-menggunakan-nama-pkb
Kenyataan Media Mengenai Adendum Penahanan Rumah Adalah Tidak Benar,6/12/2024,"SEBENARNYA: Menurut Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan) :

Kenyataan media tular adalah palsu dan tidak pernah dikeluarkan oleh Menteri (Wilayah Persemutuan).",Fake,https://sebenarnya.my/kenyataan-media-mengenai-adendum-penahanan-rumah-adalah-tidak-benar
"Waspada Akaun TikTok Palsu Yang Menyamar Dan Menggunakan Nama, Logo Rasmi SPRM",4/12/2024,Menurut Suruhanjaya Pencegahan Rasuah Malaysia (SPRM): SPRM ingin menegaskan bahawa Suruhanjaya tidak mempunyai sebarang kaitan dengan pengendali akaun TikTok yang menggunakan nama dan logo rasmi SPRM tanpa ada tanda biru (blue tick) sebagai simbol pengesahan identiti.,Fake,https://sebenarnya.my/waspada-akaun-tiktok-palsu-yang-menyamar-dan-menggunakan-nama-logo-rasmi-sprm
Waspada Taktik Penipuan Yang Menawarkan Perkhidmatan Berkaitan Usikan Meter TNB,4/12/2024,Menurut Tenaga Nasional Berhad (TNB): Terdapat sindiket penipuan oleh pihak tidak bertanggungjawab yang menawarkan perkhidmatan bagi menyelesaikan isu pengusikan meter (meter tampering) TNB.,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menawarkan-perkhidmatan-berkaitan-usikan-meter-tnb
Penjelasan Berkenaan Ayam Yang Didakwa Tidak Disembelih,1/12/2024,"Menurut Bahagian Pengurusan Halal, Jabatan Kemajuan Islam Malaysia (JAKIM): Menurut Bahagian Pengurusan Halal JAKIM, keadaan tersebut berlaku kerana kesan daripada tindakan menarik kepala ayam menggunakan mesin head puller hingga menyebabkan kulit lehernya tertarik panjang. Perkara ini telah menampakkan seperti tiada sembelihan dilakukan.",Real,https://sebenarnya.my/penjelasan-berkenaan-ayam-yang-didakwa-tidak-disembelih
Dakwaan Pelepasan Air Empangan Pergau Adalah Tidak Benar,29/11/2024,"Menurut Tenaga Nasional Berhad (TNB):

Tenaga Nasional Berhad (TNB) ingin memaklumkan bahawa mesej tular yang kononnya Empangan Pergau, Kelantan akan melepaskan air adalah tidak benar.

Pada masa ini, paras air di empangan Pergau berada pada paras normal dan terkawal.

Pengurusan Stesen juga telah memaklumkan status terkini empangan kepada agensi-agensi kerajaan yang berkaitan dan Jawatankuasa Bencana Daerah Jeli.",Fake,https://sebenarnya.my/dakwaan-pelepasan-air-empangan-pergau-adalah-tidak-benar
Waspada Panggilan Palsu Yang Menyamar Sebagai Pegawai CyberSecurity Malaysia (CSM),29/11/2024,Menurut CyberSecurity Malaysia (CSM): CSM tidak pernah membuat panggilan telefon kepada individu baru-baru ini dan tidak terlibat dalam sebarang panggilan tersebut sebelum ini.,Fake,https://sebenarnya.my/waspada-panggilan-palsu-yang-menyamar-sebagai-pegawai-cybersecurity-malaysia-csm
Waspada Jangkaan Hujan Yang Berterusan Sehingga 29 November 2024,26/11/2024,Menurut Jabatan Meteorologi Malaysia (MET Malaysia): Orang ramai dinasihatkan...,Real,https://sebenarnya.my/waspada-jangkaan-hujan-yang-berterusan-sehingga-29-november-2024
Waspada SMS Yang Mengandungi Pautan Phishing Berkaitan Lesen Memandu Untuk Tujuan Penipuan,23/11/2024,Menurut Jabatan Pengangkutan Jalan Malaysia (JPJ): JPJ telah menerima...,Real,https://sebenarnya.my/waspada-sms-yang-mengandungi-pautan-phishing-berkaitan-lesen-memandu-untuk-tujuan-penipuan
Waspada Taktik Penipuan Yang Menggunakan Logo Dan Nama KWSP Berkenaan Dakwaan Peningkatan Pencen Sebanyak 57%,19/11/2024,Menurut Kumpulan Wang Simpanan Pekerja (KWSP): Waspada. Jangan mudah...,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menggunakan-logo-dan-nama-kwsp-berkenaan-dakwaan-peningkatan-pencen-sebanyak-57
Waspada Taktik Penipuan yang Menggunakan Nama Ketua Pegawai Eksekutif HASiL Melalui Aplikasi Permesejan WhatsApp,12/11/2024,Menurut Lembaga Hasil Dalam Negeri Malaysia (HASiL): Pihak HASiL...,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menggunakan-nama-ketua-pegawai-eksekutif-hasil-melalui-aplikasi-permesejan-whatsapp
Waspada Akaun TikTok Palsu Yang Menawarkan Bantuan Sebanyak RM200 Dalam MyKad Setiap Bulan Bagi Tahun 2024,9/11/2024,Menurut Kementerian Kewangan (MOF): MOF menegaskan bahawa dua akaun...,Fake,https://sebenarnya.my/waspada-akaun-tiktok-palsu-yang-menawarkan-bantuan-sebanyak-rm200-dalam-mykad-setiap-bulan-bagi-tahun-2024
Dakwaan 1.2 Juta Pelancong China Tidak Keluar Dari Malaysia Adalah Tidak Tepat,7/11/2024,Menurut kenyataan Menteri Dalam Negeri (KDN): Datuk Seri Saifuddin...,Fake,https://sebenarnya.my/dakwaan-1-2-juta-pelancong-china-tidak-keluar-dari-malaysia-adalah-tidak-tepat
Waspada Taktik Penipuan Yang Menghantar Pautan Berkenaan Bayaran Balik Pembayar Cukai,4/11/2024,Menurut kenyataan Lembaga Hasil Dalam Negeri Malaysia (HaSiL): HASiL...,Real,https://sebenarnya.my/waspada-taktik-penipuan-yang-menghantar-pautan-berkenaan-bayaran-balik-pembayar-cukai
Waspada Sebarang Promosi Alat Penjimatan Elektrik yang Tidak Diiktiraf,29/10/2024,Menurut Tenaga Nasional Berhad TNB: Hati-hati jika anda mendapat...,Real,https://sebenarnya.my/waspada-sebarang-promosi-alat-penjimatan-elektrik-yang-tidak-diiktiraf
Rakaman Video Penderaan Kanak-Kanak Lelaki Adalah Video Lama dan Ditularkan Semula,24/10/2024,Menurut kenyataan Ibu Pejabat Polis Daerah (IPD) Seberang Perai Utara:,Unclear,https://sebenarnya.my/rakaman-video-penderaan-kanak-kanak-lelaki-adalah-video-lama-dan-ditularkan-semula
Waspada Akaun-Akaun Palsu yang Menyamar Sebagai AGC,22/10/2024,Menurut Jabatan Peguam Negara (AGC): AGC memandang serius dan...,Fake,https://sebenarnya.my/waspada-akaun-akaun-palsu-yang-menyamar-sebagai-agc
Waspada Akaun-Akaun Palsu yang Menyamar Sebagai Kerabat Diraja Pahang di Pelbagai Platform Media Sosial,18/10/2024,Menurut Kesultanan Pahang: Orang ramai diminta tidak terpedaya dengan...,Fake,https://sebenarnya.my/waspada-akaun-akaun-palsu-yang-menyamar-sebagai-kerabat-diraja-pahang-di-pelbagai-platform-media-sosial
Kerajaan Negeri Tidak Mempunyai Kuasa Untuk Mengeluarkan Kad Pengenalan Rasmi Negara,11/10/2024,SEBENARNYA: Menurut Jabatan Pendaftaran...,Real,https://sebenarnya.my/kerajaan-negeri-tidak-mempunyai-kuasa-untuk-mengeluarkan-kad-pengenalan-rasmi-negara
